# Arguments: kr_a=0.0625, kd_a=0.25, rep=100, it=100, relocation=0.03125, division=0.5, rows=20, cols=5, status=None, file_ID=3, delta_t=None
Timepoint,Rep_0,Rep_1,Rep_2,Rep_3,Rep_4,Rep_5,Rep_6,Rep_7,Rep_8,Rep_9,Rep_10,Rep_11,Rep_12,Rep_13,Rep_14,Rep_15,Rep_16,Rep_17,Rep_18,Rep_19,Rep_20,Rep_21,Rep_22,Rep_23,Rep_24,Rep_25,Rep_26,Rep_27,Rep_28,Rep_29,Rep_30,Rep_31,Rep_32,Rep_33,Rep_34,Rep_35,Rep_36,Rep_37,Rep_38,Rep_39,Rep_40,Rep_41,Rep_42,Rep_43,Rep_44,Rep_45,Rep_46,Rep_47,Rep_48,Rep_49,Rep_50,Rep_51,Rep_52,Rep_53,Rep_54,Rep_55,Rep_56,Rep_57,Rep_58,Rep_59,Rep_60,Rep_61,Rep_62,Rep_63,Rep_64,Rep_65,Rep_66,Rep_67,Rep_68,Rep_69,Rep_70,Rep_71,Rep_72,Rep_73,Rep_74,Rep_75,Rep_76,Rep_77,Rep_78,Rep_79,Rep_80,Rep_81,Rep_82,Rep_83,Rep_84,Rep_85,Rep_86,Rep_87,Rep_88,Rep_89,Rep_90,Rep_91,Rep_92,Rep_93,Rep_94,Rep_95,Rep_96,Rep_97,Rep_98,Rep_99
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012
2,0.0,0.0,0.011494252873563218,0.0,0.0,0.02247191011235955,0.011627906976744186,0.0,0.011235955056179775,0.0,0.012048192771084338,0.0,0.011235955056179775,0.0,0.0,0.011363636363636364,0.011764705882352941,0.0,0.0,0.0,0.011235955056179775,0.0,0.011111111111111112,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.02247191011235955,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.011111111111111112,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.011235955056179775,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099
3,0.0,0.0,0.011904761904761904,0.011494252873563218,0.0,0.047619047619047616,0.012195121951219513,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.0125,0.0,0.011764705882352941,0.0,0.011494252873563218,0.023809523809523808,0.012195121951219513,0.0,0.023809523809523808,0.012048192771084338,0.011494252873563218,0.0,0.011494252873563218,0.0,0.0,0.03488372093023256,0.0125,0.011904761904761904,0.0,0.012345679012345678,0.0,0.0,0.023255813953488372,0.012658227848101266,0.011627906976744186,0.011764705882352941,0.011627906976744186,0.023809523809523808,0.0,0.011363636363636364,0.0,0.0,0.023809523809523808,0.036585365853658534,0.012345679012345678,0.0,0.0,0.012048192771084338,0.0,0.011235955056179775,0.024390243902439025,0.012048192771084338,0.023529411764705882,0.0,0.01098901098901099,0.0125,0.0,0.011764705882352941,0.02531645569620253,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.022988505747126436,0.011904761904761904,0.023809523809523808,0.0,0.012658227848101266,0.023255813953488372,0.02247191011235955,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.011627906976744186,0.024691358024691357,0.0,0.011363636363636364,0.01282051282051282,0.02666666666666667,0.03333333333333333,0.012048192771084338,0.0,0.013157894736842105,0.012195121951219513,0.0,0.011627906976744186,0.012987012987012988,0.0,0.0,0.011764705882352941,0.0,0.0,0.012658227848101266,0.0,0.011764705882352941
4,0.038461538461538464,0.025,0.036585365853658534,0.0375,0.0,0.04938271604938271,0.03896103896103896,0.012048192771084338,0.024096385542168676,0.01282051282051282,0.01282051282051282,0.0,0.05,0.0,0.012048192771084338,0.0379746835443038,0.012345679012345678,0.0,0.037037037037037035,0.012658227848101266,0.023255813953488372,0.0,0.023255813953488372,0.0,0.012987012987012988,0.036585365853658534,0.013157894736842105,0.012345679012345678,0.0,0.01282051282051282,0.012345679012345678,0.012048192771084338,0.037037037037037035,0.025974025974025976,0.011764705882352941,0.023809523809523808,0.060240963855421686,0.036585365853658534,0.0,0.03488372093023256,0.0,0.03488372093023256,0.04819277108433735,0.05333333333333334,0.02531645569620253,0.0,0.0,0.025,0.024390243902439025,0.022988505747126436,0.05063291139240506,0.0125,0.08536585365853659,0.014084507042253521,0.011235955056179775,0.02631578947368421,0.024390243902439025,0.036585365853658534,0.038461538461538464,0.013157894736842105,0.024390243902439025,0.0,0.011764705882352941,0.0,0.02564102564102564,0.024390243902439025,0.012048192771084338,0.037037037037037035,0.012658227848101266,0.02531645569620253,0.023809523809523808,0.047058823529411764,0.011494252873563218,0.02531645569620253,0.0,0.012658227848101266,0.011904761904761904,0.02564102564102564,0.024096385542168676,0.03896103896103896,0.0,0.034482758620689655,0.012987012987012988,0.0410958904109589,0.04597701149425287,0.037037037037037035,0.023809523809523808,0.028169014084507043,0.0379746835443038,0.0,0.011764705882352941,0.025974025974025976,0.012195121951219513,0.012658227848101266,0.024691358024691357,0.02631578947368421,0.03488372093023256,0.04,0.025,0.012345679012345678
5,0.05263157894736842,0.03896103896103896,0.0759493670886076,0.05194805194805195,0.013333333333333334,0.06493506493506493,0.05194805194805195,0.05194805194805195,0.03896103896103896,0.01282051282051282,0.02564102564102564,0.0410958904109589,0.05128205128205128,0.04477611940298507,0.012195121951219513,0.06756756756756757,0.0379746835443038,0.039473684210526314,0.06329113924050633,0.02631578947368421,0.03571428571428571,0.0,0.024096385542168676,0.011904761904761904,0.013333333333333334,0.06329113924050633,0.0273972602739726,0.012658227848101266,0.012658227848101266,0.06578947368421052,0.0375,0.05128205128205128,0.038461538461538464,0.02857142857142857,0.036585365853658534,0.05128205128205128,0.0759493670886076,0.0379746835443038,0.0,0.0759493670886076,0.025974025974025976,0.05952380952380952,0.10256410256410256,0.11267605633802817,0.05194805194805195,0.0,0.028169014084507043,0.02666666666666667,0.0379746835443038,0.024691358024691357,0.13333333333333333,0.03896103896103896,0.125,0.06153846153846154,0.011764705882352941,0.09722222222222222,0.025,0.05194805194805195,0.06666666666666667,0.013513513513513514,0.0625,0.01282051282051282,0.011764705882352941,0.0,0.03896103896103896,0.025974025974025976,0.02531645569620253,0.05128205128205128,0.02531645569620253,0.038461538461538464,0.037037037037037035,0.060240963855421686,0.023255813953488372,0.038461538461538464,0.03614457831325301,0.027777777777777776,0.03614457831325301,0.039473684210526314,0.05,0.1038961038961039,0.0,0.058823529411764705,0.03896103896103896,0.05714285714285714,0.07317073170731707,0.07692307692307693,0.0379746835443038,0.04285714285714286,0.04054054054054054,0.012658227848101266,0.023809523809523808,0.04054054054054054,0.0125,0.06493506493506493,0.0375,0.04285714285714286,0.05952380952380952,0.1095890410958904,0.025974025974025976,0.05
6,0.0684931506849315,0.05405405405405406,0.09090909090909091,0.09210526315789473,0.014084507042253521,0.0945945945945946,0.09210526315789473,0.08,0.06756756756756757,0.05555555555555555,0.05194805194805195,0.0821917808219178,0.0641025641025641,0.05970149253731343,0.02564102564102564,0.08571428571428572,0.05128205128205128,0.05263157894736842,0.07792207792207792,0.05333333333333334,0.08536585365853659,0.0273972602739726,0.02531645569620253,0.024390243902439025,0.0547945205479452,0.07894736842105263,0.07042253521126761,0.05263157894736842,0.0684931506849315,0.08,0.05194805194805195,0.06666666666666667,0.06944444444444445,0.07575757575757576,0.037037037037037035,0.06493506493506493,0.0945945945945946,0.06493506493506493,0.0273972602739726,0.10666666666666667,0.05405405405405406,0.08860759493670886,0.11842105263157894,0.13043478260869565,0.08,0.038461538461538464,0.05714285714285714,0.043478260869565216,0.06578947368421052,0.06329113924050633,0.1506849315068493,0.05194805194805195,0.14285714285714285,0.078125,0.0125,0.125,0.0759493670886076,0.0945945945945946,0.1095890410958904,0.027777777777777776,0.09090909090909091,0.04,0.036585365853658534,0.0,0.0547945205479452,0.06666666666666667,0.05333333333333334,0.09210526315789473,0.04,0.0641025641025641,0.0641025641025641,0.08974358974358974,0.03614457831325301,0.0684931506849315,0.075,0.04285714285714286,0.08860759493670886,0.041666666666666664,0.05333333333333334,0.12,0.013513513513513514,0.08235294117647059,0.0547945205479452,0.10144927536231885,0.10256410256410256,0.08974358974358974,0.05263157894736842,0.08823529411764706,0.06944444444444445,0.05063291139240506,0.04819277108433735,0.07142857142857142,0.01282051282051282,0.07894736842105263,0.1038961038961039,0.05970149253731343,0.07228915662650602,0.14084507042253522,0.05333333333333334,0.08974358974358974
7,0.11267605633802817,0.08333333333333333,0.10810810810810811,0.13333333333333333,0.029411764705882353,0.13043478260869565,0.14666666666666667,0.1,0.08571428571428572,0.11428571428571428,0.05333333333333334,0.08450704225352113,0.12,0.05970149253731343,0.039473684210526314,0.10606060606060606,0.0684931506849315,0.0945945945945946,0.09210526315789473,0.09333333333333334,0.1125,0.056338028169014086,0.041666666666666664,0.0641025641025641,0.05714285714285714,0.125,0.13043478260869565,0.08,0.09859154929577464,0.08333333333333333,0.07894736842105263,0.08333333333333333,0.07142857142857142,0.09523809523809523,0.06578947368421052,0.08,0.1267605633802817,0.08108108108108109,0.05555555555555555,0.1232876712328767,0.11428571428571428,0.18666666666666668,0.1388888888888889,0.16176470588235295,0.0945945945945946,0.09210526315789473,0.1,0.07352941176470588,0.10526315789473684,0.09210526315789473,0.18055555555555555,0.08333333333333333,0.21621621621621623,0.08064516129032258,0.02564102564102564,0.15942028985507245,0.11392405063291139,0.11428571428571428,0.136986301369863,0.056338028169014086,0.10666666666666667,0.0684931506849315,0.05263157894736842,0.02702702702702703,0.1111111111111111,0.08108108108108109,0.0684931506849315,0.14864864864864866,0.07042253521126761,0.09090909090909091,0.08974358974358974,0.10666666666666667,0.07228915662650602,0.07042253521126761,0.08860759493670886,0.07246376811594203,0.11538461538461539,0.05555555555555555,0.1111111111111111,0.18309859154929578,0.028169014084507043,0.14634146341463414,0.0821917808219178,0.11764705882352941,0.12987012987012986,0.13157894736842105,0.0958904109589041,0.13432835820895522,0.09722222222222222,0.05263157894736842,0.0975609756097561,0.08695652173913043,0.04054054054054054,0.1111111111111111,0.14473684210526316,0.07692307692307693,0.1111111111111111,0.15492957746478872,0.08333333333333333,0.14666666666666667
8,0.11267605633802817,0.11267605633802817,0.1527777777777778,0.1891891891891892,0.045454545454545456,0.1791044776119403,0.2328767123287671,0.1323529411764706,0.11594202898550725,0.13043478260869565,0.056338028169014086,0.11594202898550725,0.13513513513513514,0.078125,0.04,0.12698412698412698,0.1267605633802817,0.11428571428571428,0.11842105263157894,0.1095890410958904,0.15789473684210525,0.07246376811594203,0.08450704225352113,0.09090909090909091,0.12121212121212122,0.15492957746478872,0.13432835820895522,0.1232876712328767,0.16901408450704225,0.15942028985507245,0.1095890410958904,0.08571428571428572,0.125,0.11666666666666667,0.10666666666666667,0.12162162162162163,0.1323529411764706,0.1506849315068493,0.1111111111111111,0.1388888888888889,0.13043478260869565,0.25333333333333335,0.24285714285714285,0.208955223880597,0.1111111111111111,0.17567567567567569,0.12121212121212122,0.09230769230769231,0.1506849315068493,0.12,0.23943661971830985,0.09722222222222222,0.24324324324324326,0.13559322033898305,0.038461538461538464,0.19402985074626866,0.1282051282051282,0.12857142857142856,0.15714285714285714,0.1,0.16216216216216217,0.07042253521126761,0.08,0.05555555555555555,0.13043478260869565,0.12162162162162163,0.09722222222222222,0.1780821917808219,0.10294117647058823,0.10666666666666667,0.11842105263157894,0.1527777777777778,0.0975609756097561,0.07246376811594203,0.14864864864864866,0.1076923076923077,0.14285714285714285,0.08955223880597014,0.13043478260869565,0.24285714285714285,0.04285714285714286,0.175,0.1267605633802817,0.208955223880597,0.16216216216216217,0.15789473684210525,0.16901408450704225,0.16417910447761194,0.16176470588235295,0.08108108108108109,0.1111111111111111,0.13432835820895522,0.07042253521126761,0.18571428571428572,0.2,0.12698412698412698,0.19230769230769232,0.2028985507246377,0.15714285714285714,0.1917808219178082
9,0.17647058823529413,0.16666666666666666,0.18309859154929578,0.1891891891891892,0.125,0.2153846153846154,0.2777777777777778,0.16923076923076924,0.15942028985507245,0.19696969696969696,0.058823529411764705,0.17391304347826086,0.16666666666666666,0.1111111111111111,0.041666666666666664,0.1774193548387097,0.16901408450704225,0.11428571428571428,0.1891891891891892,0.16901408450704225,0.1891891891891892,0.1044776119402985,0.13043478260869565,0.09722222222222222,0.19696969696969696,0.21428571428571427,0.171875,0.1643835616438356,0.2318840579710145,0.19117647058823528,0.125,0.1,0.19047619047619047,0.21666666666666667,0.1232876712328767,0.136986301369863,0.19402985074626866,0.2361111111111111,0.15492957746478872,0.2222222222222222,0.18181818181818182,0.3194444444444444,0.2898550724637681,0.2727272727272727,0.15492957746478872,0.24324324324324326,0.14754098360655737,0.15873015873015872,0.19718309859154928,0.13333333333333333,0.2898550724637681,0.19117647058823528,0.273972602739726,0.16363636363636364,0.05263157894736842,0.208955223880597,0.18666666666666668,0.16176470588235295,0.21739130434782608,0.11764705882352941,0.19718309859154928,0.11267605633802817,0.1232876712328767,0.06944444444444445,0.14925373134328357,0.1643835616438356,0.125,0.1780821917808219,0.13636363636363635,0.16216216216216217,0.15789473684210525,0.2,0.125,0.12307692307692308,0.1527777777777778,0.171875,0.14473684210526316,0.1044776119402985,0.1323529411764706,0.2571428571428571,0.08571428571428572,0.1875,0.13043478260869565,0.22388059701492538,0.2222222222222222,0.18666666666666668,0.21739130434782608,0.21212121212121213,0.20588235294117646,0.09859154929577464,0.15,0.18461538461538463,0.13043478260869565,0.2318840579710145,0.25,0.15873015873015872,0.19230769230769232,0.2028985507246377,0.15714285714285714,0.20833333333333334
