# Arguments: kr_a=0.0625, kd_a=0.25, rep=100, it=100, relocation=0.0625, division=0.67, rows=20, cols=5, status=None, file_ID=10, delta_t=None
Timepoint,Rep_0,Rep_1,Rep_2,Rep_3,Rep_4,Rep_5,Rep_6,Rep_7,Rep_8,Rep_9,Rep_10,Rep_11,Rep_12,Rep_13,Rep_14,Rep_15,Rep_16,Rep_17,Rep_18,Rep_19,Rep_20,Rep_21,Rep_22,Rep_23,Rep_24,Rep_25,Rep_26,Rep_27,Rep_28,Rep_29,Rep_30,Rep_31,Rep_32,Rep_33,Rep_34,Rep_35,Rep_36,Rep_37,Rep_38,Rep_39,Rep_40,Rep_41,Rep_42,Rep_43,Rep_44,Rep_45,Rep_46,Rep_47,Rep_48,Rep_49,Rep_50,Rep_51,Rep_52,Rep_53,Rep_54,Rep_55,Rep_56,Rep_57,Rep_58,Rep_59,Rep_60,Rep_61,Rep_62,Rep_63,Rep_64,Rep_65,Rep_66,Rep_67,Rep_68,Rep_69,Rep_70,Rep_71,Rep_72,Rep_73,Rep_74,Rep_75,Rep_76,Rep_77,Rep_78,Rep_79,Rep_80,Rep_81,Rep_82,Rep_83,Rep_84,Rep_85,Rep_86,Rep_87,Rep_88,Rep_89,Rep_90,Rep_91,Rep_92,Rep_93,Rep_94,Rep_95,Rep_96,Rep_97,Rep_98,Rep_99
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0
1,0.010752688172043012,0.0,0.010638297872340425,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.01098901098901099,0.031914893617021274,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.03488372093023256,0.0,0.010526315789473684,0.0,0.0,0.0,0.020833333333333332,0.0,0.010638297872340425,0.010752688172043012,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.010869565217391304,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.022727272727272728,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.010638297872340425,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.010526315789473684,0.020833333333333332,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.010526315789473684,0.021052631578947368,0.010752688172043012
2,0.021739130434782608,0.04597701149425287,0.02197802197802198,0.011235955056179775,0.0,0.01098901098901099,0.0,0.0,0.023255813953488372,0.0,0.010526315789473684,0.0,0.06976744186046512,0.023255813953488372,0.03333333333333333,0.03529411764705882,0.023255813953488372,0.011764705882352941,0.0,0.011363636363636364,0.011235955056179775,0.01098901098901099,0.0,0.0,0.023529411764705882,0.010752688172043012,0.04878048780487805,0.045454545454545456,0.022988505747126436,0.0,0.011235955056179775,0.0,0.0449438202247191,0.03296703296703297,0.033707865168539325,0.034482758620689655,0.0,0.010869565217391304,0.0,0.0,0.021505376344086023,0.023529411764705882,0.02247191011235955,0.023255813953488372,0.011904761904761904,0.0,0.02127659574468085,0.01098901098901099,0.011363636363636364,0.0,0.0,0.010752688172043012,0.05555555555555555,0.0,0.0,0.0,0.022988505747126436,0.0,0.010752688172043012,0.0,0.05813953488372093,0.023255813953488372,0.011111111111111112,0.011235955056179775,0.0,0.011235955056179775,0.0,0.011235955056179775,0.010869565217391304,0.021739130434782608,0.03260869565217391,0.02197802197802198,0.0,0.011235955056179775,0.021739130434782608,0.01282051282051282,0.0,0.0,0.011363636363636364,0.011494252873563218,0.031914893617021274,0.045454545454545456,0.0,0.0,0.022988505747126436,0.0,0.0,0.0,0.010752688172043012,0.033707865168539325,0.0,0.0,0.023529411764705882,0.011111111111111112,0.0,0.012195121951219513,0.0,0.02247191011235955,0.03333333333333333,0.022222222222222223
3,0.03333333333333333,0.05952380952380952,0.05747126436781609,0.011764705882352941,0.0,0.023529411764705882,0.011494252873563218,0.024096385542168676,0.04819277108433735,0.02564102564102564,0.045454545454545456,0.012048192771084338,0.0963855421686747,0.04938271604938271,0.060240963855421686,0.0375,0.04878048780487805,0.012345679012345678,0.04597701149425287,0.024390243902439025,0.023529411764705882,0.045454545454545456,0.011627906976744186,0.011904761904761904,0.024390243902439025,0.011363636363636364,0.0641025641025641,0.046511627906976744,0.04878048780487805,0.0,0.0375,0.03571428571428571,0.05813953488372093,0.047058823529411764,0.047058823529411764,0.07228915662650602,0.034482758620689655,0.011494252873563218,0.012658227848101266,0.023255813953488372,0.044444444444444446,0.025,0.046511627906976744,0.0375,0.012048192771084338,0.024390243902439025,0.05434782608695652,0.011494252873563218,0.012195121951219513,0.03614457831325301,0.011111111111111112,0.03409090909090909,0.058823529411764705,0.03529411764705882,0.023809523809523808,0.036585365853658534,0.0625,0.0,0.011111111111111112,0.025,0.0975609756097561,0.025,0.034482758620689655,0.03571428571428571,0.022222222222222223,0.045454545454545456,0.012195121951219513,0.011494252873563218,0.04597701149425287,0.0449438202247191,0.08888888888888889,0.044444444444444446,0.011627906976744186,0.011494252873563218,0.03409090909090909,0.038461538461538464,0.04938271604938271,0.0,0.047058823529411764,0.011627906976744186,0.07526881720430108,0.047058823529411764,0.022727272727272728,0.023255813953488372,0.03614457831325301,0.06896551724137931,0.0125,0.011494252873563218,0.08695652173913043,0.046511627906976744,0.024390243902439025,0.0,0.024691358024691357,0.03409090909090909,0.0,0.0125,0.011764705882352941,0.04819277108433735,0.05747126436781609,0.06896551724137931
4,0.06976744186046512,0.08974358974358974,0.08333333333333333,0.08333333333333333,0.06329113924050633,0.07317073170731707,0.024096385542168676,0.025,0.09876543209876543,0.02666666666666667,0.047619047619047616,0.038461538461538464,0.1728395061728395,0.11392405063291139,0.08641975308641975,0.04,0.08860759493670886,0.02531645569620253,0.047058823529411764,0.05128205128205128,0.07407407407407407,0.04819277108433735,0.024390243902439025,0.025,0.075,0.05813953488372093,0.07792207792207792,0.047619047619047616,0.08641975308641975,0.012658227848101266,0.05128205128205128,0.06172839506172839,0.08641975308641975,0.0625,0.0963855421686747,0.0975609756097561,0.058823529411764705,0.047619047619047616,0.05128205128205128,0.08536585365853659,0.056818181818181816,0.07692307692307693,0.12048192771084337,0.06578947368421052,0.0625,0.07317073170731707,0.10344827586206896,0.07142857142857142,0.05,0.08536585365853659,0.07058823529411765,0.07058823529411765,0.0875,0.0759493670886076,0.06329113924050633,0.06172839506172839,0.10256410256410256,0.012048192771084338,0.04878048780487805,0.05063291139240506,0.15384615384615385,0.06578947368421052,0.04819277108433735,0.07317073170731707,0.06896551724137931,0.09302325581395349,0.025,0.034482758620689655,0.06976744186046512,0.056818181818181816,0.12643678160919541,0.08045977011494253,0.02531645569620253,0.04597701149425287,0.06896551724137931,0.0641025641025641,0.06329113924050633,0.0449438202247191,0.05,0.03571428571428571,0.0989010989010989,0.09523809523809523,0.03614457831325301,0.06097560975609756,0.07407407407407407,0.10344827586206896,0.05128205128205128,0.024096385542168676,0.13793103448275862,0.07228915662650602,0.075,0.04938271604938271,0.05263157894736842,0.07058823529411765,0.024096385542168676,0.06329113924050633,0.03571428571428571,0.08641975308641975,0.07317073170731707,0.08333333333333333
5,0.13414634146341464,0.12987012987012986,0.13414634146341464,0.13253012048192772,0.07792207792207792,0.09876543209876543,0.05063291139240506,0.0625,0.10256410256410256,0.08,0.08860759493670886,0.09090909090909091,0.20253164556962025,0.15384615384615385,0.11538461538461539,0.06756756756756757,0.13157894736842105,0.02631578947368421,0.08433734939759036,0.08974358974358974,0.08860759493670886,0.0875,0.036585365853658534,0.0641025641025641,0.1506849315068493,0.0975609756097561,0.10666666666666667,0.06172839506172839,0.11538461538461539,0.05128205128205128,0.0945945945945946,0.125,0.13924050632911392,0.12658227848101267,0.125,0.11392405063291139,0.10588235294117647,0.08536585365853659,0.10256410256410256,0.12658227848101267,0.09195402298850575,0.12987012987012986,0.15,0.09333333333333334,0.10526315789473684,0.13414634146341464,0.11764705882352941,0.1282051282051282,0.06329113924050633,0.10126582278481013,0.13253012048192772,0.08333333333333333,0.14102564102564102,0.07792207792207792,0.13157894736842105,0.08860759493670886,0.12,0.0625,0.0759493670886076,0.10126582278481013,0.19230769230769232,0.09333333333333334,0.07317073170731707,0.13414634146341464,0.10588235294117647,0.09523809523809523,0.06578947368421052,0.058823529411764705,0.10843373493975904,0.07142857142857142,0.16279069767441862,0.10714285714285714,0.05128205128205128,0.07142857142857142,0.10843373493975904,0.10666666666666667,0.10256410256410256,0.09195402298850575,0.1038961038961039,0.08433734939759036,0.13333333333333333,0.13253012048192772,0.05063291139240506,0.10975609756097561,0.125,0.13953488372093023,0.09333333333333334,0.08536585365853659,0.14942528735632185,0.12195121951219512,0.0759493670886076,0.10126582278481013,0.0684931506849315,0.125,0.024691358024691357,0.07894736842105263,0.04938271604938271,0.12658227848101267,0.1125,0.12195121951219512
6,0.175,0.18666666666666668,0.16049382716049382,0.18292682926829268,0.13513513513513514,0.11538461538461539,0.07692307692307693,0.0759493670886076,0.1891891891891892,0.16,0.12987012987012986,0.14666666666666667,0.23376623376623376,0.19480519480519481,0.18421052631578946,0.13513513513513514,0.21428571428571427,0.09333333333333334,0.19230769230769232,0.1282051282051282,0.11538461538461539,0.13924050632911392,0.08860759493670886,0.1232876712328767,0.21428571428571427,0.09876543209876543,0.14285714285714285,0.1,0.17105263157894737,0.10526315789473684,0.15492957746478872,0.16666666666666666,0.1794871794871795,0.15789473684210525,0.21518987341772153,0.1527777777777778,0.15476190476190477,0.1282051282051282,0.10666666666666667,0.17721518987341772,0.12941176470588237,0.17105263157894737,0.189873417721519,0.1388888888888889,0.13333333333333333,0.15,0.16666666666666666,0.19736842105263158,0.10256410256410256,0.14102564102564102,0.20253164556962025,0.13095238095238096,0.23076923076923078,0.14285714285714285,0.16216216216216217,0.11538461538461539,0.17567567567567569,0.15789473684210525,0.11538461538461539,0.13157894736842105,0.22666666666666666,0.14666666666666667,0.16049382716049382,0.2,0.12345679012345678,0.13924050632911392,0.0958904109589041,0.12048192771084337,0.189873417721519,0.08433734939759036,0.2,0.20481927710843373,0.06578947368421052,0.07142857142857142,0.1518987341772152,0.1527777777777778,0.15384615384615385,0.17647058823529413,0.13333333333333333,0.1566265060240964,0.17777777777777778,0.18292682926829268,0.12987012987012986,0.175,0.18181818181818182,0.1927710843373494,0.11267605633802817,0.09876543209876543,0.2441860465116279,0.13580246913580246,0.10666666666666667,0.16666666666666666,0.136986301369863,0.25316455696202533,0.06329113924050633,0.125,0.1038961038961039,0.18181818181818182,0.16455696202531644,0.16455696202531644
7,0.25,0.24324324324324326,0.275,0.225,0.1917808219178082,0.14102564102564102,0.13333333333333333,0.11538461538461539,0.2054794520547945,0.21333333333333335,0.16,0.25333333333333335,0.24324324324324326,0.24,0.2236842105263158,0.20833333333333334,0.27941176470588236,0.14864864864864866,0.23376623376623376,0.18421052631578946,0.14285714285714285,0.20512820512820512,0.16,0.19444444444444445,0.25,0.1728395061728395,0.20588235294117646,0.15384615384615385,0.2,0.19444444444444445,0.22535211267605634,0.20512820512820512,0.2727272727272727,0.25675675675675674,0.24675324675324675,0.19718309859154928,0.2261904761904762,0.17105263157894737,0.1506849315068493,0.20512820512820512,0.19047619047619047,0.28378378378378377,0.2597402597402597,0.15492957746478872,0.2054794520547945,0.22077922077922077,0.25301204819277107,0.21333333333333335,0.14285714285714285,0.19480519480519481,0.2727272727272727,0.19047619047619047,0.29333333333333333,0.2,0.2054794520547945,0.15384615384615385,0.2638888888888889,0.24,0.14102564102564102,0.17105263157894737,0.2702702702702703,0.2777777777777778,0.21518987341772153,0.3,0.1728395061728395,0.20512820512820512,0.136986301369863,0.1728395061728395,0.24358974358974358,0.14634146341463414,0.24705882352941178,0.25301204819277107,0.11842105263157894,0.1,0.19736842105263158,0.22857142857142856,0.18421052631578946,0.2261904761904762,0.21333333333333335,0.23170731707317074,0.1839080459770115,0.25,0.17333333333333334,0.21518987341772153,0.24,0.26506024096385544,0.19117647058823528,0.1728395061728395,0.2619047619047619,0.18518518518518517,0.16,0.2236842105263158,0.19444444444444445,0.3116883116883117,0.18421052631578946,0.18571428571428572,0.14473684210526316,0.24675324675324675,0.2,0.24358974358974358
8,0.3037974683544304,0.28378378378378377,0.31645569620253167,0.28205128205128205,0.25,0.21794871794871795,0.24,0.17105263157894737,0.28169014084507044,0.25675675675675674,0.2191780821917808,0.30666666666666664,0.2876712328767123,0.28378378378378377,0.24,0.21428571428571427,0.3484848484848485,0.2328767123287671,0.3246753246753247,0.27631578947368424,0.22077922077922077,0.2631578947368421,0.1917808219178082,0.21428571428571427,0.29411764705882354,0.22784810126582278,0.2727272727272727,0.21333333333333335,0.23943661971830985,0.25,0.2857142857142857,0.23076923076923078,0.2857142857142857,0.3055555555555556,0.2727272727272727,0.22857142857142856,0.30864197530864196,0.28378378378378377,0.1780821917808219,0.3026315789473684,0.2345679012345679,0.35135135135135137,0.3157894736842105,0.2112676056338028,0.2676056338028169,0.2857142857142857,0.3048780487804878,0.2702702702702703,0.22077922077922077,0.25,0.3246753246753247,0.23170731707317074,0.36486486486486486,0.22666666666666666,0.2777777777777778,0.2077922077922078,0.3380281690140845,0.2876712328767123,0.26666666666666666,0.21621621621621623,0.3424657534246575,0.2916666666666667,0.2857142857142857,0.36363636363636365,0.25,0.28205128205128205,0.2054794520547945,0.225,0.28205128205128205,0.18292682926829268,0.2891566265060241,0.2891566265060241,0.17567567567567569,0.15789473684210525,0.2702702702702703,0.2714285714285714,0.24,0.27710843373493976,0.2876712328767123,0.2682926829268293,0.27380952380952384,0.2948717948717949,0.2328767123287671,0.2564102564102564,0.24324324324324326,0.37349397590361444,0.25,0.24050632911392406,0.32098765432098764,0.2625,0.2328767123287671,0.29333333333333333,0.25,0.35526315789473684,0.27631578947368424,0.22058823529411764,0.18421052631578946,0.27631578947368424,0.3150684931506849,0.2727272727272727
9,0.35064935064935066,0.3561643835616438,0.31645569620253167,0.34210526315789475,0.3055555555555556,0.2597402597402597,0.32432432432432434,0.22666666666666666,0.36231884057971014,0.3,0.2777777777777778,0.3287671232876712,0.3611111111111111,0.3108108108108108,0.3561643835616438,0.21428571428571427,0.4153846153846154,0.2638888888888889,0.38961038961038963,0.3026315789473684,0.3116883116883117,0.30666666666666664,0.2876712328767123,0.2898550724637681,0.3235294117647059,0.2911392405063291,0.3181818181818182,0.24,0.28169014084507044,0.323943661971831,0.3,0.34615384615384615,0.36,0.39436619718309857,0.3157894736842105,0.2898550724637681,0.38271604938271603,0.34285714285714286,0.2328767123287671,0.35135135135135137,0.3,0.3783783783783784,0.36486486486486486,0.24285714285714285,0.34285714285714286,0.35526315789473684,0.3170731707317073,0.3013698630136986,0.2987012987012987,0.30666666666666664,0.36,0.32926829268292684,0.3972602739726027,0.2702702702702703,0.35714285714285715,0.2727272727272727,0.373134328358209,0.3611111111111111,0.3108108108108108,0.2602739726027397,0.375,0.3194444444444444,0.32894736842105265,0.4605263157894737,0.3076923076923077,0.38461538461538464,0.25,0.27848101265822783,0.2948717948717949,0.24691358024691357,0.3493975903614458,0.3373493975903614,0.2361111111111111,0.23684210526315788,0.3150684931506849,0.3382352941176471,0.32432432432432434,0.3253012048192771,0.3561643835616438,0.38271604938271603,0.30952380952380953,0.35064935064935066,0.2777777777777778,0.36363636363636365,0.32432432432432434,0.4268292682926829,0.2878787878787879,0.34177215189873417,0.3670886075949367,0.3333333333333333,0.2876712328767123,0.3466666666666667,0.30985915492957744,0.3918918918918919,0.32894736842105265,0.3230769230769231,0.25333333333333335,0.36,0.3835616438356164,0.3157894736842105
