# Arguments: kr_a=0.0625, kd_a=0.25, rep=100, it=100, relocation=0.0625, division=0.83, rows=20, cols=5, status=None, file_ID=10, delta_t=None, min_replacements=None
"0,0","1,0","2,4","1,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","1,0","0,0","1,0","0,0","1,0","1,0","1,0","0,0","1,0","1,0","0,0","0,0","0,0","11,0","0,1","0,0","1,0","0,0","1,0","0,1","0,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0","1,1","1,0","0,0","0,0","0,0","1,0","1,0","1,0","1,1","0,0","0,0","0,1","0,0","1,0","0,0","0,0","0,0","0,0","1,0","2,0","0,0","5,3","1,0","0,1","0,0","0,1","1,0","0,0","0,0","1,0","0,0","0,0","1,0","1,0","1,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,1","0,0","0,0","0,2","1,1","0,0","0,1","0,0","2,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","1,0"
"0,0","1,0","7,4","0,0","1,0","1,0","0,0","2,0","0,0","1,0","2,0","0,1","0,0","1,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","6,1","0,1","0,0","1,0","2,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0","0,1","1,0","0,0","0,1","1,0","2,0","0,0","1,0","0,0","1,0","0,0","1,1","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","2,0","1,0","0,0","3,0","2,0","1,0","1,0","0,0","1,0","0,0","1,0","0,1","0,0","1,0","0,0","0,0","1,0","3,0","1,0","0,0","1,0","0,0","3,3","1,0","0,1","1,0","1,0","6,4","0,0","0,1","1,0","0,0","0,0","0,1","0,0","0,0","1,0","0,0"
"0,1","1,0","0,0","1,0","2,1","0,0","1,0","1,1","0,0","1,0","0,1","4,0","1,0","1,0","1,0","1,0","0,1","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","1,0","0,1","1,0","1,0","0,0","0,1","0,1","1,0","0,0","1,0","0,0","1,0","1,0","1,0","0,0","1,0","0,0","1,0","1,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","1,0","0,0","1,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","1,0","1,0","0,0","0,1","0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","1,0","1,0","0,1","0,0","0,1","0,0","0,0","0,0","0,0","0,0","2,0","0,1","1,0","5,2","1,0","0,0"
"1,0","0,0","1,0","1,0","1,0","0,0","1,0","1,0","0,1","1,0","0,0","1,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,1","1,0","1,0","0,1","0,0","1,0","14,3","9,3","0,1","1,0","3,0","1,1","0,0","0,0","3,4","1,0","1,0","1,0","0,0","0,0","1,0","1,0","0,1","1,0","2,0","0,0","1,0","0,0","1,0","0,0","1,0","1,0","1,0","1,0","5,3","1,0","0,0","0,0","1,0","1,0","1,0","0,0","0,0","0,1","0,1","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","1,0","0,0","1,0","1,0","0,0","0,0","1,0","2,1","1,0","4,0","13,6","0,0","0,0","1,0","2,1","0,0","0,0","1,0","1,0","1,0","1,0","1,0","5,0","17,7","0,0","0,0","0,1"
"1,0","0,0","0,0","0,0","1,0","0,0","1,0","1,0","0,0","1,0","0,0","0,0","0,0","2,0","0,1","0,0","1,0","1,0","4,1","0,0","0,0","0,1","0,0","1,0","1,0","0,0","1,0","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","1,1","0,1","0,1","0,0","1,0","1,0","10,6","1,0","1,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","1,0","2,0","0,0","0,0","0,0","0,0","0,1","0,0","0,0","0,0","0,1","0,0","0,0","0,0","0,0","0,0","0,1","0,0","0,1","1,0","1,0","1,0","0,0","0,1","0,0","0,0","1,0","1,0","0,0","0,0","1,0","0,0","1,0","16,4","0,0","0,0","1,0","2,1","1,0","0,0","0,0","1,0","1,0","1,0","0,0","10,1","0,0","1,0","0,1"
"0,0","1,0","0,1","0,1","1,0","2,1","0,0","0,0","0,0","0,0","0,0","0,0","1,0","1,0","4,1","0,0","1,0","1,0","0,0","1,1","0,0","0,0","1,0","0,0","0,0","1,0","0,1","1,2","0,0","1,0","0,0","0,0","0,0","0,0","0,0","1,0","0,0","0,1","1,0","6,1","1,0","0,0","0,0","20,3","0,0","1,0","4,2","1,0","1,0","0,0","1,0","15,5","0,0","1,0","1,0","1,2","1,0","1,0","0,0","0,0","0,0","0,1","1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","0,1","1,0","1,2","0,1","0,0","1,0","11,0","2,0","1,0","1,0","1,0","1,0","0,0","1,0","6,2","0,0","0,0","0,0","0,1","1,1","0,0","1,0","1,0","0,0","1,0","1,0","0,0","0,0","0,0","6,5"
"0,0","1,0","0,0","0,1","1,0","2,1","1,0","0,0","1,0","0,1","4,2","0,1","0,0","1,0","0,0","0,0","1,0","1,0","0,0","1,0","0,0","1,0","0,0","0,0","0,1","1,0","1,0","1,0","1,0","0,0","3,1","9,7","0,0","0,0","1,0","1,0","0,0","0,0","1,0","0,0","1,0","0,0","0,0","1,0","1,0","0,0","1,0","1,0","1,0","0,0","1,0","0,0","1,0","0,0","1,0","0,1","0,0","0,0","1,0","1,0","2,0","0,0","1,0","1,0","1,0","0,0","0,1","0,0","9,2","1,0","0,0","0,0","1,5","0,1","0,0","0,1","1,0","0,0","8,5","2,0","0,0","1,0","0,0","0,1","0,0","0,0","1,0","1,0","1,0","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","8,1","1,0","0,1"
"0,0","0,0","0,1","1,0","0,0","1,0","1,0","0,0","0,2","1,0","1,0","0,0","1,0","1,0","5,1","0,1","0,0","2,0","0,0","1,0","2,0","0,0","0,0","0,0","4,2","3,0","0,0","1,3","0,0","1,0","1,0","1,0","0,0","0,0","1,0","1,0","7,3","0,0","1,0","0,0","1,0","1,0","0,0","1,0","2,1","0,0","0,0","4,0","1,1","0,0","1,0","1,0","7,2","1,0","9,1","1,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,1","0,0","0,0","0,0","1,0","1,0","1,0","0,1","0,0","0,0","2,0","0,0","0,0","0,0","0,0","0,1","1,1","0,0","1,0","0,0","1,0","1,0","1,0","1,0","6,1","0,0","0,0","1,0","1,0","0,0","0,2","1,0","1,0","0,0","0,0","1,0","1,0"
"3,0","0,0","0,0","0,0","0,0","2,0","0,0","1,0","0,0","1,0","1,0","0,0","1,0","0,1","1,0","0,0","1,0","0,0","0,1","14,4","1,0","0,2","0,0","1,0","1,0","0,0","0,0","1,0","1,0","5,4","0,0","0,0","1,0","2,0","1,0","0,0","1,0","1,0","0,1","1,0","0,1","0,0","1,0","2,0","0,0","0,0","1,0","0,2","1,0","0,0","1,0","0,0","1,0","0,0","3,2","1,0","0,0","0,0","0,1","0,0","2,0","1,0","0,0","1,0","0,0","1,0","1,0","1,2","1,0","1,0","0,0","0,0","0,0","0,0","3,3","1,0","0,0","1,0","1,1","2,1","0,1","0,0","0,1","0,0","1,0","1,0","0,0","19,8","0,0","1,0","1,0","0,0","1,0","0,0","1,0","0,1","0,0","0,0","0,0","1,0"
"0,0","1,0","2,1","1,0","1,0","1,0","0,1","0,1","1,0","9,4","1,0","1,0","0,1","0,0","4,1","0,1","1,0","0,0","1,0","3,0","1,0","0,0","1,0","0,0","0,0","1,0","1,0","0,1","0,0","1,0","1,0","1,0","1,0","2,0","0,0","0,1","2,2","1,0","1,0","1,0","1,0","0,1","0,0","1,0","0,0","2,1","1,0","0,1","0,0","0,0","1,0","0,0","0,0","1,0","0,0","0,0","1,0","2,0","0,0","0,0","0,1","0,0","0,0","1,0","0,1","0,0","1,0","4,1","1,0","1,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,0","0,0","1,0","1,0","4,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","0,0","0,0","0,0","0,0","1,0","1,0","0,0","0,0","0,1","0,0","0,0"
